Age,Employment_Status,Marital_Status,Dependents,Monthly_Income,Savings,Food_Grocery_Expenses,Internet_Mobile_Expenses,Electricity_Bills,Shopping_Expenses,Personal_Expenses,Miscellaneous_Expenses,Rent,Own_House,Active_Loans,Loan_1_Amount,Loan_1_EMI,Loan_2_Amount,Loan_2_EMI,Credit_Score,Investments,Stock_Quantity,Loan_Approval_Chance,Investment_Recommendation,Portfolio_Optimization
51,Employed,Single,0,37576,83147,11182,3773,2341,9542,3882,1751,39391,1,0,703500,17926,156043,29525,321,SIP,0,0,SIP,No
53,Employed,Married,2,36157,305061,7821,3660,6075,14823,6577,1006,19395,1,1,278146,24416,774027,18366,321,None,118,0,None,Yes
48,Employed,Single,3,117904,376164,10444,3649,3757,7462,4550,6318,8770,1,1,831265,14379,654416,14024,322,FD,0,0,None,No
36,Employed,Single,1,130329,291790,9318,1160,4746,14912,2010,5135,21319,1,1,389554,11192,948164,21030,322,None,0,0,None,Yes
32,Employed,Single,1,61409,489675,8355,2859,3728,4601,3162,3003,10832,1,0,204037,15627,271264,0,322,SIP,0,0,None,Yes
49,Employed,Married,1,179806,44709,17002,3642,3445,11861,7700,4094,22855,0,0,531368,8905,209417,0,322,SIP,0,0,SIP,No
59,Employed,Married,1,169906,264531,11802,3661,3040,3202,1751,6458,8939,1,2,226111,24661,445146,5479,322,None,128,0,SIP,No
64,Employed,Single,1,62148,172991,12502,3260,4025,10819,2746,1711,39346,1,0,165216,28113,153477,0,322,Stocks,0,0,Stocks,No
41,Employed,Single,1,125528,199293,5854,2002,5045,9406,4774,2014,0,0,0,902929,26596,425176,16585,322,None,0,0,SIP,Yes
50,Employed,Single,0,91736,485386,7099,3161,4816,10420,6117,6803,39569,1,2,187135,22915,357958,0,322,None,402,0,None,No
62,Employed,Married,3,191972,486694,13050,3749,4930,5538,5719,6208,24230,1,2,394235,21054,377385,0,322,Stocks,0,0,Stocks,No
37,Employed,Single,3,123166,407676,16948,2419,3061,4139,3827,5037,29515,1,0,332028,8882,339792,0,322,None,0,0,Stocks,Yes
26,Employed,Single,1,150216,170780,12311,1015,5475,12905,5420,4181,10415,0,1,175120,7770,52559,0,323,SIP,0,0,Stocks,No
46,Employed,Single,0,152410,498272,16244,1797,3587,10695,2990,5061,16644,1,2,156222,17337,269902,25813,323,None,0,0,None,No
50,Employed,Single,3,180031,203823,17615,2647,6671,8827,1443,5635,15450,1,0,875760,8357,969417,0,323,None,0,0,FD,No
29,Employed,Single,3,82903,98264,11595,2472,3804,9972,6720,6270,20429,1,2,343435,19805,676595,21253,323,FD,0,0,SIP,Yes
27,Employed,Married,2,191242,453133,14347,2460,3067,3080,7954,6425,0,0,0,909569,26499,17052,26520,323,None,0,0,Stocks,No
32,Employed,Married,1,91810,204883,5287,4382,6003,5866,9151,6255,12309,1,0,316559,19877,565555,0,323,FD,13,0,FD,No
47,Employed,Married,2,43130,283626,17504,2071,6621,8424,7587,3503,15944,1,2,551540,23994,174070,0,323,FD,89,0,None,Yes
58,Employed,Single,2,76561,188094,17046,3984,6256,13295,8053,1911,13321,0,2,168810,18257,716518,12056,323,Stocks,0,0,FD,No
42,Employed,Single,0,32185,211857,7899,4571,2736,12915,8551,1606,18449,0,1,919753,18576,723396,0,323,None,0,0,None,No
45,Employed,Married,0,28998,274814,19140,1013,5483,5083,2733,2242,0,1,2,629319,15554,508680,0,323,FD,0,0,None,No
59,Employed,Single,2,173860,156439,9703,4110,2479,11207,5680,3716,0,0,0,346060,16300,676956,17088,324,FD,0,0,None,Yes
47,Employed,Married,1,177794,175611,10893,4610,2433,4692,4233,2489,24752,0,2,433925,24996,701232,26780,324,None,45,0,None,No
27,Employed,Married,1,58216,111813,19027,3325,4877,7455,3271,2369,0,0,0,346696,9935,651694,0,324,FD,0,0,SIP,No
43,Employed,Married,3,32349,393487,6304,4321,2046,3678,7648,5242,37882,1,0,292116,7285,646960,28169,324,SIP,0,0,None,No
27,Employed,Single,3,160429,389081,11003,2296,6139,7590,6113,6123,25016,1,2,331326,8261,881991,11559,324,None,0,0,FD,Yes
27,Employed,Single,1,177345,138049,5121,1836,4457,13538,1907,5071,0,1,1,468828,10860,895903,15651,324,FD,0,0,FD,Yes
36,Employed,Married,1,52864,68689,9373,3419,5823,2191,4323,1278,0,1,2,169788,23401,258792,21184,324,FD,0,0,SIP,Yes
54,Employed,Single,2,70338,227771,15330,3786,4789,3865,5755,5751,27803,0,0,870882,25702,222229,23410,324,None,0,0,SIP,Yes
57,Employed,Single,1,86327,52986,16709,2845,4953,11196,3437,3509,0,1,0,553782,29264,552862,22793,324,FD,0,0,None,No
57,Employed,Single,0,48536,190929,17880,2078,2751,5960,6737,4067,34388,0,0,856956,21266,394734,0,324,FD,399,0,FD,No
34,Employed,Single,3,179725,471276,16944,3807,2440,3898,9862,2516,0,1,0,550750,7274,798154,0,325,SIP,0,0,SIP,No
52,Employed,Married,0,158447,177645,17516,1387,5963,12588,4951,3639,0,0,2,601531,22724,296524,0,325,FD,335,0,Stocks,No
27,Employed,Single,0,74827,37983,9294,4997,5529,11139,8344,3329,27117,1,0,589764,9937,812067,24723,325,Stocks,0,0,Stocks,No
48,Employed,Single,3,106472,237075,7113,1179,2290,13432,4547,1199,26383,1,0,665765,12246,241820,0,325,Stocks,0,0,None,No
61,Employed,Single,3,94062,226813,10674,3485,3710,8522,4381,3788,24109,1,1,817679,23894,559077,0,325,FD,0,0,Stocks,No
26,Employed,Single,2,139209,244835,12552,4846,3747,9223,5311,5093,9383,1,2,911601,17207,552196,0,325,Stocks,0,0,None,No
51,Employed,Married,2,195771,476932,5350,4039,5592,4046,2688,4475,20544,0,0,308310,24329,762665,0,325,None,0,0,None,Yes
42,Employed,Married,2,115596,349182,19867,1198,2075,3929,9317,1439,0,0,2,228774,20486,842640,0,325,FD,0,0,Stocks,No
41,Employed,Married,1,117679,287875,11298,2453,3613,8994,6786,4235,18862,0,0,695498,13263,338303,23315,325,None,87,0,FD,Yes
29,Employed,Single,2,22525,401367,6400,1276,6715,3363,3535,4369,0,1,1,184871,24243,64289,0,325,Stocks,0,0,FD,Yes
25,Employed,Single,1,115231,243096,6270,1746,6887,10675,2812,2328,0,1,2,119351,5082,89954,14474,325,None,0,0,SIP,No
42,Employed,Single,0,29322,199154,6819,2724,4403,10294,4697,3211,15750,0,1,177154,7593,630425,23831,325,Stocks,350,0,None,Yes
44,Employed,Married,1,85587,148864,9562,2244,4080,9886,4704,3434,0,0,2,162285,14815,863926,19699,325,SIP,212,0,None,No
62,Employed,Married,0,185177,55362,8334,3293,4117,7627,4919,4582,29639,1,1,847356,9742,741297,23158,326,None,0,0,FD,Yes
43,Employed,Married,2,98439,428772,19743,2432,6020,14477,5294,2296,26158,1,0,791683,29324,847495,0,326,None,490,0,SIP,Yes
29,Employed,Single,0,130498,331165,6099,3799,4443,14830,7588,1828,0,1,2,155664,24964,650177,0,326,FD,150,0,FD,No
38,Employed,Married,2,95399,414531,19759,1750,3702,14012,8788,6298,0,1,0,354370,19549,793231,0,326,Stocks,0,0,None,No
56,Employed,Married,3,187149,271827,16021,3983,5169,14881,1956,6295,0,1,2,870566,7534,628282,17791,326,FD,0,0,SIP,Yes
47,Employed,Single,1,179259,268578,18086,2315,6118,14675,3793,4114,23712,1,1,652878,12487,739187,15605,326,None,0,0,Stocks,No
37,Employed,Single,0,62632,429942,18026,1512,4789,4825,9634,3022,11168,0,2,138328,6375,461717,0,326,None,0,0,Stocks,No
31,Employed,Single,0,177061,83732,9399,1130,6438,11725,7569,5138,28289,1,0,361964,25319,470906,11135,327,None,0,0,Stocks,No
37,Employed,Married,1,56623,218770,12487,3511,6396,9365,2479,1845,36134,1,0,893144,22989,416214,0,327,Stocks,0,0,SIP,Yes
39,Employed,Single,2,28389,79007,9176,1922,3269,7955,2607,4997,37077,0,2,578138,24874,192801,0,327,Stocks,471,0,FD,No
34,Employed,Single,1,111529,283382,15546,3953,3025,9477,8358,6471,0,0,0,444424,19413,366210,0,327,FD,0,0,FD,No
31,Employed,Married,0,163545,139037,15424,1865,5341,14447,8744,2640,14678,0,1,820283,27049,11877,14973,327,SIP,297,0,None,Yes
43,Employed,Single,3,183245,177925,13612,4340,4230,13435,4608,1113,32249,0,0,684639,11224,686948,24955,328,SIP,0,0,SIP,No
37,Employed,Married,1,73760,331806,10077,4455,6563,10431,8915,3726,0,1,2,705737,22818,256919,0,328,None,0,0,None,Yes
55,Employed,Single,1,111892,482292,18640,3750,6616,3668,8122,5193,27693,1,1,842247,10332,20165,17008,328,FD,144,0,SIP,Yes
51,Employed,Married,0,134742,341776,13173,4966,2452,8329,1801,1560,0,0,1,924497,17618,487830,0,328,SIP,465,0,SIP,No
58,Employed,Single,0,171470,499117,19628,1896,3425,6156,8136,6807,20493,1,0,353053,26324,640606,7891,328,None,0,0,FD,No
41,Employed,Married,1,185030,314139,8338,4674,6168,6541,1103,4414,28473,0,2,797123,5866,549612,14626,328,None,55,0,None,Yes
63,Employed,Single,1,193862,91575,17901,4649,2059,2337,8636,4862,35838,0,2,604354,9998,989551,15161,328,FD,0,0,Stocks,Yes
31,Employed,Single,2,32669,353831,19237,2211,4864,14478,5950,3733,35326,1,2,771618,8436,776852,0,328,None,0,0,FD,No
63,Employed,Single,3,196921,217306,6350,3287,2170,8111,5019,5372,33860,1,0,331491,24253,208645,12213,329,FD,0,0,SIP,No
42,Employed,Single,2,89798,415367,10502,4651,5875,12413,7395,2858,0,1,0,195218,10058,405762,0,329,SIP,0,0,FD,Yes
35,Employed,Married,3,144258,407949,7052,4778,3659,2001,1921,1109,27897,1,2,968882,27684,867857,0,329,FD,0,0,FD,Yes
49,Employed,Married,1,197488,30308,11314,4702,6985,14253,7553,2515,18276,1,1,570672,5588,29645,27093,329,None,0,0,FD,No
61,Employed,Single,0,142686,307572,10196,3103,5668,5732,8603,1343,0,1,1,728863,28736,26099,14287,329,Stocks,0,0,Stocks,No
59,Employed,Single,1,97196,67534,19363,1541,5827,3949,2591,4932,0,1,0,741256,8828,10052,0,329,None,0,0,SIP,No
47,Employed,Married,2,180733,347705,11224,2658,2860,10487,7932,2760,0,0,1,164807,9014,246403,0,329,FD,0,0,SIP,Yes
31,Employed,Single,1,108979,148231,6386,1712,5173,13388,2523,4587,22387,1,1,990405,24656,400730,0,329,SIP,0,0,SIP,Yes
44,Employed,Single,0,193991,360072,12896,4081,4792,11534,8424,5141,27376,0,2,622467,26204,830041,0,329,FD,0,0,None,Yes
50,Employed,Single,3,75347,75265,12377,4432,2723,3431,7538,2966,0,0,1,180401,9873,224517,0,329,None,0,0,SIP,Yes
38,Employed,Married,3,119320,222352,14993,1933,6359,12377,1512,3385,18138,1,1,450402,17159,862137,0,329,None,431,0,None,Yes
45,Employed,Married,1,76398,239750,18510,2822,6525,8482,1504,2661,35241,0,0,550448,24209,237639,7535,330,SIP,0,0,None,Yes
60,Employed,Married,0,98440,374138,17664,3073,6400,5973,6751,4212,0,0,1,532587,16698,523420,0,330,None,0,0,FD,Yes
49,Employed,Single,0,105041,264635,12639,2273,2843,9160,8049,1957,0,0,0,764240,20918,593029,22017,330,None,261,0,FD,Yes
46,Employed,Married,3,25917,117174,5761,1735,6359,4716,7779,2518,0,0,0,266424,5287,479638,9010,330,Stocks,135,0,None,Yes
43,Employed,Single,1,38564,125471,16562,4362,6315,9989,6687,1790,10063,1,1,816413,5354,40051,18872,330,None,0,0,FD,No
50,Employed,Single,1,113668,427263,7169,3030,6029,7574,5422,2654,0,0,0,660632,17860,263835,21151,330,FD,0,0,Stocks,Yes
47,Employed,Single,3,130583,261406,11012,1647,4537,10207,5184,5913,27356,1,2,878163,27045,825429,27509,330,None,0,0,None,No
39,Employed,Married,1,74698,487781,12355,1603,2570,14614,9868,4191,22106,1,2,862839,24584,582109,0,330,SIP,0,0,SIP,Yes
59,Employed,Single,3,104739,154389,13139,2026,5503,13361,7029,3612,11640,1,1,359825,29246,853685,25880,330,SIP,0,0,FD,Yes
58,Employed,Single,3,130150,14353,9414,2711,3451,13757,4609,3780,38272,1,1,859697,28285,109478,20752,331,FD,326,0,None,No
53,Employed,Married,0,195031,460742,7190,4619,3557,2532,3632,4299,32330,0,0,131848,20210,794441,0,331,FD,178,0,None,No
30,Employed,Married,2,167003,423964,12490,3734,6628,3782,1424,6473,0,1,1,137820,12103,66787,0,331,Stocks,180,0,SIP,No
38,Employed,Married,1,58910,20117,7066,2366,5958,11065,2471,4663,29621,1,0,425194,10250,985530,14882,331,FD,0,0,Stocks,No
41,Employed,Single,0,172379,321865,9890,1766,4374,11601,7758,5608,30859,1,0,561435,11960,556850,21984,331,Stocks,0,0,None,No
31,Employed,Married,1,20894,198636,16972,4509,5264,11897,5598,1539,0,1,0,290223,23224,554492,6689,331,Stocks,0,0,None,Yes
61,Employed,Single,2,120277,370796,10245,1963,4612,5307,6344,1086,10450,0,0,311335,10068,433887,0,331,None,281,0,None,Yes
30,Employed,Married,1,34833,306986,14797,2931,3556,10796,6702,1788,12353,1,0,659158,25623,115777,11956,331,FD,0,0,FD,No
31,Employed,Single,1,199306,335470,17954,2311,2749,13322,2200,3301,0,0,1,339400,16455,829460,0,331,None,90,0,FD,No
28,Employed,Married,3,68324,59758,18843,1163,4687,9742,5142,6195,0,1,0,427085,21239,605718,5863,331,None,396,0,None,Yes
58,Employed,Married,3,176009,7366,10503,4587,3025,11466,2132,2259,23014,1,1,399659,6880,545444,17059,332,None,0,0,Stocks,No
55,Employed,Single,3,23771,56678,8446,1557,4153,5684,9945,4613,0,1,0,427494,7307,153953,0,332,None,0,0,FD,No
56,Employed,Married,2,190927,370089,5519,1511,3760,6744,6928,5351,19280,0,0,220985,5188,187904,5066,332,None,0,0,FD,Yes
33,Employed,Married,3,160054,201909,5101,2380,6307,8493,4046,5314,36851,0,2,361484,21620,687828,0,332,SIP,0,0,None,Yes
40,Employed,Married,3,72445,152524,6522,1049,6418,14032,7724,6346,0,0,0,167017,6153,772939,0,332,None,0,0,FD,No
50,Employed,Married,2,128029,147617,5057,3091,5067,3573,3842,1412,0,0,1,873165,21888,454000,7450,332,FD,0,0,FD,Yes
27,Employed,Single,1,64653,288284,7607,4693,6657,2837,8424,1882,34950,1,0,177349,16787,480394,0,332,SIP,0,0,None,No
33,Employed,Married,1,104185,19976,8139,4981,6256,13518,7392,1550,23461,1,2,927529,14575,911953,23239,332,None,0,0,Stocks,Yes
63,Employed,Single,0,103082,473980,12661,3702,4815,8401,9451,4414,0,1,1,285804,15832,162508,0,332,None,392,0,None,No
50,Employed,Single,2,166104,489429,12628,2050,3974,7172,9203,2132,20538,1,0,694377,28547,118622,20266,333,FD,358,0,SIP,Yes
57,Employed,Single,1,156413,447952,13507,2698,6049,5913,3771,6870,0,1,0,897517,17298,199236,0,333,SIP,0,0,None,No
32,Employed,Married,0,75197,450580,6789,2234,5783,2778,4156,2587,0,0,1,495082,7920,395506,0,333,None,0,0,FD,Yes
63,Employed,Single,2,183433,344464,13885,3300,2477,8588,3416,3066,35146,0,0,383310,26447,74009,24103,333,None,0,0,Stocks,Yes
48,Employed,Married,0,104162,71646,11390,1706,3287,3744,5632,4007,12860,1,2,409355,16615,422880,0,333,FD,0,0,Stocks,Yes
54,Employed,Single,2,71632,437807,17323,1876,3574,3287,6174,1928,0,0,2,927240,20892,866732,8496,333,FD,0,0,Stocks,Yes
45,Employed,Single,2,31602,294798,10225,3238,6081,5238,1695,1946,22435,0,0,103686,23892,721463,0,333,Stocks,0,0,Stocks,No
60,Employed,Single,2,54005,41417,6649,1174,4175,10274,4663,1414,34755,1,1,640779,9704,451472,13057,333,FD,0,0,None,Yes
47,Employed,Single,1,199881,461628,15462,2548,6188,3905,9157,2789,0,0,2,457360,19240,565196,0,333,None,0,0,SIP,No
50,Employed,Married,2,74101,376053,17203,1916,4291,14462,1348,5086,17680,1,0,199713,19711,252224,0,333,Stocks,0,0,None,No
36,Employed,Married,1,199171,80347,7667,3466,3908,7537,4976,4010,0,1,1,871465,17067,649894,0,333,None,0,0,Stocks,No
46,Employed,Single,1,36468,121106,7309,2523,3408,2994,3677,3983,20127,0,2,534473,17334,492225,0,334,None,54,0,FD,No
32,Employed,Single,3,129318,422472,10891,4416,3656,13457,2197,6850,27594,0,2,805213,16554,74073,0,334,None,0,0,None,No
61,Employed,Married,0,86944,60984,15654,2012,3002,3438,3971,1214,26099,0,0,650504,7767,630045,0,334,FD,0,0,FD,Yes
52,Employed,Single,2,23339,345391,15002,1081,3061,6955,2500,2274,20021,1,2,121033,19712,381651,0,334,SIP,404,0,FD,Yes
27,Employed,Single,3,149141,301855,13037,3988,4393,9737,6187,6359,0,1,1,135128,8498,91738,20666,334,None,0,0,None,Yes
42,Employed,Married,3,78172,271839,17842,2553,3432,4401,5102,6565,0,1,0,162546,6509,277868,0,334,None,0,0,SIP,Yes
31,Employed,Single,1,44551,125537,11813,4166,2112,10655,1046,2060,0,0,2,137273,19851,652477,0,334,FD,0,0,None,Yes
46,Employed,Single,2,116279,402677,18650,4299,6552,14988,3465,6194,13829,1,2,300047,22771,914139,18040,334,None,212,0,Stocks,Yes
41,Employed,Single,1,178396,229768,13436,4341,2346,12452,4508,4070,32084,1,0,184568,21909,510068,29298,335,FD,0,0,SIP,No
41,Employed,Married,0,40919,177656,5598,2211,5618,7550,2545,4521,24865,1,1,715269,14397,738988,29756,335,Stocks,216,0,Stocks,Yes
53,Employed,Married,1,197961,27312,6565,3857,2360,12733,3149,5695,36505,1,1,550119,7892,191327,16821,335,Stocks,190,0,SIP,Yes
62,Employed,Single,1,114800,190387,19946,1353,5971,11476,4195,2859,24291,1,1,399382,20380,202605,0,335,SIP,0,0,SIP,Yes
30,Employed,Married,2,110528,199684,17279,1087,5678,10432,7598,4169,0,1,1,333534,23065,747469,12892,335,None,0,0,SIP,Yes
34,Employed,Married,2,63386,36709,15043,4493,2947,11086,6572,5857,38333,0,2,176196,28779,921940,0,335,Stocks,0,0,SIP,No
49,Employed,Married,1,197873,471975,13429,1443,5687,3835,5610,2030,0,1,1,507723,16168,807604,23030,335,None,0,0,SIP,No
52,Employed,Married,2,98728,179541,6883,4090,5961,4948,5302,6285,17022,0,1,183792,5481,31914,8209,335,FD,0,0,Stocks,Yes
36,Employed,Single,0,65940,371906,5435,2146,4298,9847,2348,2061,11192,0,2,659685,21066,417544,0,335,None,0,0,SIP,No
35,Employed,Married,1,174525,62599,5683,3197,2595,9473,5735,4793,12849,0,0,730152,24071,680194,0,335,FD,0,0,SIP,No
52,Employed,Married,1,46805,294477,7440,3485,4378,8557,7806,6784,26711,1,1,969901,10824,471816,0,335,None,0,0,FD,No
43,Employed,Single,0,83109,237130,15817,4550,6314,10632,8354,6565,34350,0,0,841659,14361,232899,0,335,Stocks,404,0,SIP,Yes
51,Employed,Married,0,171055,411006,15350,1658,2071,4816,4880,3069,34087,1,1,930214,21795,53668,0,335,None,83,0,SIP,Yes
50,Employed,Single,0,149895,444273,14878,3925,5429,8961,6569,3102,28513,0,2,606092,17801,726927,19586,336,None,144,0,FD,Yes
32,Employed,Married,1,155214,102527,8798,2205,3612,7483,7257,6326,12953,0,0,321069,12354,233778,0,336,Stocks,0,0,FD,No
26,Employed,Married,3,60577,360870,15389,1606,5805,8360,3730,6456,11515,0,1,303381,29873,307674,5056,336,FD,0,0,Stocks,No
25,Employed,Married,2,27589,282140,15073,1017,3425,5466,5682,1344,0,1,1,284185,25066,604249,7155,336,FD,0,0,None,No
54,Employed,Married,3,192866,494816,9327,3288,6555,3740,1118,4790,21076,1,0,404642,15526,691008,0,336,Stocks,0,0,None,Yes
48,Employed,Single,3,138123,362760,10680,2762,2354,12312,6576,1715,0,0,0,109297,8411,768824,17463,336,SIP,0,0,FD,Yes
53,Employed,Married,0,50836,62679,9173,4866,2648,5719,6484,6225,0,0,0,850792,25826,152561,0,336,SIP,0,0,None,Yes
45,Employed,Married,3,80816,404355,12388,4185,5126,7978,6569,6382,33105,1,0,462159,13196,177175,27373,336,None,0,0,FD,No
25,Employed,Married,1,168360,244641,8070,4731,6967,11242,3386,4996,10810,1,1,784611,6795,722163,5841,337,SIP,456,0,Stocks,No
45,Employed,Single,3,71516,168366,15249,3148,3066,3041,6380,1663,0,1,2,185283,28765,181467,0,337,None,0,0,None,Yes
35,Employed,Single,1,89843,429323,17601,2625,5061,13741,6922,1879,22905,1,1,266647,6770,844039,0,337,FD,0,0,Stocks,Yes
28,Employed,Married,1,186968,36233,15582,3202,6348,6928,3703,6794,12074,0,0,937432,17324,990280,0,337,None,101,0,None,No
52,Employed,Single,2,113399,16752,9338,1319,4648,6183,7351,5941,38134,1,1,391002,15799,835012,5904,337,FD,0,0,None,No
64,Employed,Married,3,21521,253437,14092,3245,5876,13731,4991,4324,0,1,2,324427,6397,899986,9803,337,None,0,0,None,No
64,Employed,Married,0,188212,131108,5874,4950,5083,11393,8219,4019,12131,0,2,844163,13213,904491,21217,337,Stocks,0,0,None,Yes
38,Employed,Married,2,103053,115265,11394,2100,4058,6420,3445,6786,0,1,1,342672,10503,502606,28517,337,None,0,0,Stocks,Yes
30,Employed,Married,1,147277,339186,11892,3476,4969,13971,2713,1063,21772,1,2,706668,14625,106192,20798,337,FD,0,0,SIP,Yes
33,Employed,Single,0,90531,106683,11544,1167,3924,9745,8469,3546,0,1,1,997861,16547,956507,18244,337,FD,7,0,FD,No
64,Employed,Single,2,165986,271725,8480,3290,4899,11784,1432,1994,8470,1,1,690162,20862,850481,0,337,None,233,0,None,Yes
45,Employed,Married,1,93685,81720,17674,2747,2407,9537,9898,3511,23805,1,2,398333,20707,347697,0,338,Stocks,0,0,None,No
40,Employed,Single,3,104903,361997,12922,3950,3948,7003,6506,1647,0,1,2,465030,16146,541872,0,338,SIP,0,0,Stocks,No
52,Employed,Single,1,190843,25286,15226,2743,6861,12167,6097,3418,0,1,1,441694,29322,480427,0,338,FD,0,0,SIP,No
57,Employed,Married,0,149511,206668,6074,1709,5419,3624,8448,4383,18180,1,2,824439,23334,21249,5733,338,FD,381,0,SIP,No
59,Employed,Married,1,180885,399662,16234,1523,4886,14320,1678,6347,19568,1,2,820679,28206,82935,25981,338,FD,0,0,FD,Yes
53,Employed,Married,1,73166,490963,11106,2517,5159,14693,7047,1291,24832,1,1,334702,27341,857267,0,338,None,0,0,SIP,No
34,Employed,Married,2,184645,99209,9165,2101,4218,5524,9414,1999,25268,1,2,361079,7210,139850,10739,338,None,0,0,Stocks,No
62,Employed,Married,1,147871,145087,19767,1257,4606,3771,2682,6382,38517,0,2,456047,5731,101306,17156,338,SIP,0,0,Stocks,Yes
48,Employed,Married,0,159778,306681,11987,1248,2990,7313,7196,1368,26993,0,2,860297,21532,982807,0,338,None,378,0,None,Yes
35,Employed,Married,2,184411,300243,11601,2535,3468,3323,7905,2241,0,1,1,617682,19438,116942,0,339,FD,0,0,FD,No
25,Employed,Married,1,178323,306449,5904,2326,3293,11829,9639,3327,25328,0,1,155483,9778,848204,25141,339,None,18,0,FD,Yes
25,Employed,Single,1,56928,23794,13014,1250,3678,2367,9086,4121,36849,1,0,817353,10218,58442,0,339,SIP,287,0,Stocks,Yes
31,Employed,Single,1,40141,89412,14754,3245,5026,5999,7974,2724,25343,1,1,175162,27312,136948,24990,339,Stocks,161,0,None,No
34,Employed,Married,2,47577,205591,5295,1680,2716,5853,7826,2672,12121,1,1,883139,15842,671745,0,339,None,0,0,None,Yes
33,Employed,Single,1,145890,230032,19337,3356,2237,12718,3063,2828,15252,1,1,948680,15525,833932,18917,339,FD,0,0,SIP,Yes
61,Employed,Single,3,50906,495809,13157,1160,5187,2247,1118,4330,0,0,1,928564,5413,265475,0,339,FD,439,0,FD,Yes
36,Employed,Married,3,103323,134785,16060,3420,5537,7238,2650,2003,0,1,1,398506,27805,287756,0,339,FD,0,0,Stocks,No
45,Employed,Single,0,155928,315021,13243,1023,3020,13244,9520,3330,0,0,2,402591,22774,509848,0,339,None,0,0,None,No
59,Employed,Single,2,163456,356097,8093,2343,5354,4169,6479,2727,11065,1,2,121734,28914,110933,5456,339,None,0,0,SIP,Yes
